machine_id,timestamp,voltage,rpm,pressure_psi,vibration_mm_s,temperature_c,current,power_kw,load_pct,operating_state,maintenance_count,error_count_24h,error_count_7d,age,vibration_delta,pressure_delta,temperature_delta,failure
PUMP-HEALTHY,2026-01-01T03:30:00,481.73,2972.46,99.39,1.05,62.45,49.98,24.08,46.88,running,1,0,4,12,-1.2689,-3.7578,-0.3894,0
PUMP-HEALTHY,2026-01-01T03:35:00,476.94,3019.64,101.46,1.49,66.56,47.07,22.45,35.14,running,1,0,3,12,0.4391,2.0667,4.1122,0
PUMP-HEALTHY,2026-01-01T03:40:00,477.19,3030.41,102.87,1.93,65.57,48.68,23.23,57.94,running,1,0,4,12,0.4411,1.4107,-0.9865,0
PUMP-HEALTHY,2026-01-01T03:45:00,484.88,3009.55,104.65,2.78,66.13,49.96,24.23,52.98,running,1,0,1,12,0.8538,1.7789,0.5525,0
PUMP-HEALTHY,2026-01-01T03:50:00,482.44,2997.47,99.81,1.49,66.38,50.03,24.14,54.15,running,1,0,0,12,-1.2884,-4.8359,0.2501,0
PUMP-HEALTHY,2026-01-01T03:55:00,482.14,2973.45,100.35,2.79,60.81,46.69,22.51,38.77,running,1,0,3,12,1.2916,0.5366,-5.5708,0
PUMP-HEALTHY,2026-01-01T04:00:00,479.08,3004.26,100.91,1.41,64.2,50.63,24.26,57.62,running,1,0,4,12,-1.3724,0.5595,3.3957,0
PUMP-HEALTHY,2026-01-01T04:05:00,478.8,2950.59,100.46,2.51,68.53,50.17,24.02,58.84,running,1,0,4,12,1.0933,-0.4481,4.333,0
PUMP-HEALTHY,2026-01-01T04:10:00,483.98,2998.82,99.91,1.97,63.89,50.83,24.6,51.72,running,1,0,1,12,-0.5357,-0.5518,-4.6459,0
PUMP-HEALTHY,2026-01-01T04:15:00,484.81,3003.41,104.35,2.18,66.63,46.79,22.69,37.1,running,1,0,2,12,0.2125,4.438,2.7414,0
PUMP-HEALTHY,2026-01-01T04:20:00,478.79,2971.17,100.29,2.52,63.79,50.91,24.38,53.8,running,1,0,0,12,0.3387,-4.0606,-2.8387,0
PUMP-HEALTHY,2026-01-01T04:25:00,482.49,2955.21,104.66,1.45,60.69,48.98,23.63,58.93,running,1,0,0,12,-1.074,4.3755,-3.1051,0
PUMP-HEALTHY,2026-01-01T04:30:00,481.21,2973.85,101.31,1.23,69.48,47.52,22.87,46.63,running,1,0,0,12,-0.2197,-3.3485,8.7914,0
PUMP-HEALTHY,2026-01-01T04:35:00,482.78,2966.38,100.18,2.16,69.29,50.75,24.5,49.39,running,1,0,1,12,0.9286,-1.1377,-0.1887,0
PUMP-HEALTHY,2026-01-01T04:40:00,475.76,3019.06,102.39,1.2,67.72,50.17,23.87,56.26,running,1,0,0,12,-0.9536,2.2134,-1.5641,0
PUMP-HEALTHY,2026-01-01T04:45:00,478.47,2992.84,100.59,2.01,63.41,51.29,24.54,56.24,running,1,0,3,12,0.8081,-1.7967,-4.3125,0
PUMP-HEALTHY,2026-01-01T04:50:00,482.07,2993.55,103.14,2.93,62.7,50.26,24.23,55.2,running,1,0,4,12,0.919,2.5426,-0.7115,0
PUMP-HEALTHY,2026-01-01T04:55:00,477.68,3035.17,103.82,1.17,68.82,47.06,22.48,41.1,running,1,0,0,12,-1.7576,0.6786,6.1155,0
PUMP-HEALTHY,2026-01-01T05:00:00,479.94,2982.5,101.41,1.71,62.58,47.94,23.01,41.99,running,1,0,4,12,0.5363,-2.4023,-6.2328,0
PUMP-HEALTHY,2026-01-01T05:05:00,484.48,2958.56,103.04,1.98,67.58,50.36,24.4,52.27,running,1,0,0,12,0.2675,1.6277,4.9981,0
PUMP-HEALTHY,2026-01-01T05:10:00,477.94,2990.44,99.7,2.33,63.69,47.99,22.94,48.84,running,1,0,2,12,0.3508,-3.3374,-3.8914,0
PUMP-HEALTHY,2026-01-01T05:15:00,482.03,2977.09,99.76,1.24,61.93,47.15,22.73,37.99,running,1,0,1,12,-1.0866,0.0567,-1.7644,0
PUMP-HEALTHY,2026-01-01T05:20:00,482.39,2977.65,102.13,2.52,65.97,52.24,25.2,59.51,running,1,0,2,12,1.2791,2.3673,4.0421,0
PUMP-HEALTHY,2026-01-01T05:25:00,475.14,3003.41,99.92,2.95,65.53,47.54,22.59,52.44,running,1,0,0,12,0.4282,-2.2069,-0.4343,0
PUMP-HEALTHY,2026-01-01T05:30:00,480.74,2996.94,101.08,1.37,60.51,50.51,24.28,58.53,running,1,0,0,12,-1.5799,1.1631,-5.0198,0
PUMP-HEALTHY,2026-01-01T05:35:00,480.77,3018.65,99.06,2.62,69.49,45.74,21.99,37.13,running,1,0,4,12,1.2536,-2.0212,8.9775,0
PUMP-HEALTHY,2026-01-01T05:40:00,482.91,2972.57,101.66,1.9,64.43,52.37,25.29,56.5,running,1,0,4,12,-0.7213,2.5959,-5.064,0
PUMP-HEALTHY,2026-01-01T05:45:00,484.6,2959.92,103.34,2.25,62.65,46.01,22.3,37.03,running,1,0,3,12,0.35,1.6812,-1.7807,0
PUMP-HEALTHY,2026-01-01T05:50:00,479.51,3009.38,100.04,1.46,67.07,49.24,23.61,52.57,running,1,0,4,12,-0.7881,-3.3003,4.4231,0
PUMP-HEALTHY,2026-01-01T05:55:00,481.61,3043.37,100.98,2.09,66.48,51.83,24.96,57.71,running,1,0,2,12,0.6262,0.9372,-0.5932,0
PUMP-HEALTHY,2026-01-01T06:00:00,480.95,3032.42,104.45,1.88,64.69,47.36,22.78,42.6,running,1,0,3,12,-0.2108,3.4724,-1.7894,0
PUMP-HEALTHY,2026-01-01T06:05:00,475.8,2953.99,101.02,1.64,62.5,48.21,22.94,37.28,running,1,0,0,12,-0.2337,-3.4241,-2.1833,0
PUMP-HEALTHY,2026-01-01T06:10:00,485.0,3017.23,99.89,1.08,67.56,49.44,23.98,46.76,running,1,0,4,12,-0.5642,-1.1376,5.059,0
PUMP-HEALTHY,2026-01-01T06:15:00,479.36,3031.42,104.78,1.94,64.08,46.11,22.1,43.03,running,1,0,3,12,0.8596,4.8968,-3.4792,0
PUMP-HEALTHY,2026-01-01T06:20:00,477.88,3044.52,103.69,2.1,64.55,46.83,22.38,42.86,running,1,0,4,12,0.1602,-1.0884,0.4648,0
PUMP-HEALTHY,2026-01-01T06:25:00,483.25,2950.12,104.09,1.92,60.54,49.39,23.87,47.96,running,1,0,0,12,-0.1762,0.3906,-4.0062,0
PUMP-HEALTHY,2026-01-01T06:30:00,477.04,3004.92,104.49,1.88,66.98,48.49,23.13,38.04,running,1,0,1,12,-0.0477,0.4081,6.4405,0
PUMP-HEALTHY,2026-01-01T06:35:00,478.11,2951.37,100.86,1.45,68.41,48.44,23.16,37.84,running,1,0,2,12,-0.4268,-3.6378,1.4316,0
PUMP-HEALTHY,2026-01-01T06:40:00,480.09,2977.34,103.84,2.96,62.44,48.32,23.2,48.78,running,1,0,1,12,1.5111,2.9871,-5.9767,0
PUMP-HEALTHY,2026-01-01T06:45:00,483.64,2977.62,103.53,1.83,69.34,50.17,24.26,47.69,running,1,0,4,12,-1.1306,-0.313,6.9052,0
PUMP-HEALTHY,2026-01-01T06:50:00,480.8,3015.99,104.06,1.89,64.84,48.91,23.52,43.31,running,1,0,1,12,0.0632,0.5268,-4.4991,0
PUMP-HEALTHY,2026-01-01T06:55:00,484.81,2973.88,100.68,2.71,64.11,48.02,23.28,42.95,running,1,0,1,12,0.8189,-3.376,-0.7357,0
PUMP-HEALTHY,2026-01-01T07:00:00,479.95,2953.7,101.52,2.18,68.7,49.99,23.99,56.85,running,1,0,1,12,-0.5317,0.8352,4.5893,0
PUMP-HEALTHY,2026-01-01T07:05:00,479.1,3015.48,99.08,1.94,69.69,48.52,23.25,43.46,running,1,0,4,12,-0.2414,-2.4355,0.995,0
PUMP-HEALTHY,2026-01-01T07:10:00,478.8,2981.67,103.03,2.52,68.72,44.64,21.37,35.9,running,1,0,1,12,0.5798,3.9505,-0.9682,0
PUMP-HEALTHY,2026-01-01T07:15:00,482.47,2993.4,98.69,2.27,68.73,49.28,23.78,46.09,running,1,0,0,12,-0.2513,-4.3419,0.002,0
PUMP-HEALTHY,2026-01-01T07:20:00,477.93,2987.48,99.02,2.06,65.66,48.37,23.12,54.81,running,1,0,4,12,-0.2052,0.3299,-3.0665,0
PUMP-HEALTHY,2026-01-01T07:25:00,481.83,2999.77,102.08,1.46,66.38,49.19,23.7,46.49,running,1,0,2,12,-0.598,3.0631,0.7198,0
PUMP-HEALTHY,2026-01-01T07:30:00,481.78,2965.8,101.09,1.69,65.88,49.02,23.62,50.97,running,1,0,1,12,0.2268,-0.99,-0.5033,0
PUMP-HEALTHY,2026-01-01T07:35:00,484.99,3035.33,98.75,1.76,63.59,48.84,23.69,42.4,running,1,0,3,12,0.0716,-2.3455,-2.2861,0
PUMP-HEALTHY,2026-01-01T07:40:00,477.74,3006.59,102.8,2.49,60.49,48.83,23.33,50.16,running,1,0,1,12,0.7266,4.054,-3.0991,0
PUMP-HEALTHY,2026-01-01T07:45:00,481.07,2985.23,102.46,2.24,66.78,50.27,24.18,53.02,running,1,0,0,12,-0.2476,-0.3443,6.2872,0
PUMP-HEALTHY,2026-01-01T07:50:00,478.09,2994.08,102.06,2.46,60.9,48.46,23.17,42.38,running,1,0,4,12,0.2229,-0.3993,-5.8763,0
PUMP-HEALTHY,2026-01-01T07:55:00,483.76,2986.59,101.51,1.55,61.65,52.5,25.4,57.85,running,1,0,2,12,-0.9197,-0.5445,0.7441,0
PUMP-HEALTHY,2026-01-01T08:00:00,483.04,2996.83,98.53,2.51,62.26,50.29,24.29,51.91,running,1,0,4,12,0.9632,-2.9855,0.6107,0
PUMP-HEALTHY,2026-01-01T08:05:00,478.66,3029.07,98.1,2.07,64.55,49.91,23.89,51.82,running,1,0,2,12,-0.4352,-0.4297,2.2917,0
PUMP-HEALTHY,2026-01-01T08:10:00,476.08,2973.38,98.18,2.77,65.61,48.98,23.32,57.88,running,1,0,2,12,0.6953,0.0777,1.0662,0
PUMP-HEALTHY,2026-01-01T08:15:00,481.49,2961.67,98.32,1.07,69.96,45.89,22.09,37.9,running,1,0,2,12,-1.694,0.1423,4.3452,0
PUMP-HEALTHY,2026-01-01T08:20:00,481.7,3024.31,104.62,1.84,67.42,46.8,22.54,38.86,running,1,0,3,12,0.7638,6.3044,-2.5366,0
PUMP-HEALTHY,2026-01-01T08:25:00,484.39,2977.97,102.83,1.43,64.45,47.18,22.85,40.9,running,1,0,2,12,-0.4037,-1.7899,-2.9757,0
PUMP-HEALTHY,2026-01-01T08:30:00,475.61,2977.59,104.78,2.9,68.24,45.19,21.49,37.29,running,1,0,0,12,1.4635,1.9455,3.795,0
PUMP-HEALTHY,2026-01-01T08:35:00,482.87,2974.36,98.88,2.13,60.69,48.81,23.57,54.13,running,1,0,2,12,-0.7689,-5.896,-7.5558,0
PUMP-HEALTHY,2026-01-01T08:40:00,482.74,3028.86,102.17,1.55,69.84,51.13,24.68,59.69,running,1,0,0,12,-0.5746,3.2904,9.1542,0
PUMP-HEALTHY,2026-01-01T08:45:00,476.32,2985.82,103.52,2.18,60.16,45.69,21.77,41.63,running,1,0,0,12,0.6232,1.3471,-9.6825,0
PUMP-HEALTHY,2026-01-01T08:50:00,479.76,3027.8,101.59,1.22,65.04,48.71,23.37,58.64,running,1,0,4,12,-0.9596,-1.9264,4.8806,0
PUMP-HEALTHY,2026-01-01T08:55:00,478.02,3014.33,98.22,3.0,68.47,46.48,22.22,45.66,running,1,0,0,12,1.7791,-3.3746,3.4346,0
PUMP-HEALTHY,2026-01-01T09:00:00,478.22,2964.83,98.88,2.25,65.85,48.88,23.38,52.8,running,1,0,4,12,-0.7485,0.6653,-2.6193,0
PUMP-HEALTHY,2026-01-01T09:05:00,481.05,2959.92,102.91,2.71,66.51,50.73,24.4,54.22,running,1,0,1,12,0.457,4.0291,0.6555,0
PUMP-HEALTHY,2026-01-01T09:10:00,479.14,3032.74,100.79,2.46,63.13,46.65,22.35,42.81,running,1,0,3,12,-0.2464,-2.1213,-3.3837,0
PUMP-HEALTHY,2026-01-01T09:15:00,475.67,3033.18,98.65,1.19,67.39,49.82,23.7,55.29,running,1,0,2,12,-1.2661,-2.1385,4.2625,0
PUMP-HEALTHY,2026-01-01T09:20:00,481.7,2991.08,104.12,2.88,64.23,48.77,23.49,57.9,running,1,0,0,12,1.6891,5.4626,-3.1586,0
PUMP-HEALTHY,2026-01-01T09:25:00,480.78,2971.27,102.6,1.45,61.08,49.64,23.87,56.13,running,1,0,3,12,-1.4338,-1.5181,-3.1472,0
PUMP-HEALTHY,2026-01-01T09:30:00,483.45,3047.45,103.73,2.23,66.43,48.42,23.41,35.66,running,1,0,1,12,0.7787,1.1318,5.3448,0
PUMP-HEALTHY,2026-01-01T09:35:00,477.73,3026.24,104.45,1.7,61.81,47.39,22.64,38.58,running,1,0,0,12,-0.5251,0.7218,-4.6129,0
PUMP-HEALTHY,2026-01-01T09:40:00,475.92,3003.05,100.63,1.91,61.57,46.66,22.21,42.79,running,1,0,0,12,0.2052,-3.8174,-0.24,0
PUMP-HEALTHY,2026-01-01T09:45:00,476.56,3025.44,98.35,1.16,64.43,48.35,23.04,45.6,running,1,0,4,12,-0.7441,-2.285,2.857,0
PUMP-HEALTHY,2026-01-01T09:50:00,476.14,2992.99,99.98,2.36,64.87,47.16,22.46,51.68,running,1,0,0,12,1.1938,1.6344,0.4352,0
PUMP-HEALTHY,2026-01-01T09:55:00,477.04,3044.53,103.37,2.53,62.89,46.58,22.22,38.0,running,1,0,4,12,0.1713,3.3887,-1.9719,0
PUMP-HEALTHY,2026-01-01T10:00:00,482.04,3000.03,103.83,2.61,60.72,48.52,23.39,56.54,running,1,0,2,12,0.0841,0.462,-2.1737,0
PUMP-HEALTHY,2026-01-01T10:05:00,480.76,3007.34,102.97,1.84,61.15,45.76,22.0,35.52,running,1,0,2,12,-0.777,-0.867,0.431,0
PUMP-HEALTHY,2026-01-01T10:10:00,475.88,3034.45,99.7,2.18,65.24,46.98,22.36,44.89,running,1,0,1,12,0.3424,-3.2633,4.0879,0
PUMP-HEALTHY,2026-01-01T10:15:00,475.76,3013.32,101.71,1.39,67.76,49.36,23.48,43.78,running,1,0,0,12,-0.7899,2.011,2.5227,0
PUMP-HEALTHY,2026-01-01T10:20:00,476.46,2969.73,102.22,2.52,66.56,47.89,22.82,39.43,running,1,0,4,12,1.1326,0.5026,-1.2072,0
PUMP-HEALTHY,2026-01-01T10:25:00,479.49,3042.42,101.95,2.27,66.25,50.66,24.29,56.61,running,1,0,3,12,-0.2498,-0.2654,-0.3099,0
PUMP-HEALTHY,2026-01-01T10:30:00,481.31,3029.63,102.14,1.7,60.74,46.64,22.45,46.54,running,1,0,0,12,-0.5667,0.1885,-5.5033,0
PUMP-HEALTHY,2026-01-01T10:35:00,481.15,3000.71,101.24,2.11,67.92,50.23,24.17,57.4,running,1,0,2,12,0.4047,-0.901,7.1763,0
PUMP-HEALTHY,2026-01-01T10:40:00,481.05,3000.14,104.7,1.9,68.11,52.09,25.06,55.93,running,1,0,0,12,-0.2076,3.4651,0.1915,0
PUMP-HEALTHY,2026-01-01T10:45:00,477.48,2993.78,101.08,2.05,61.59,46.9,22.39,44.32,running,1,0,4,12,0.1444,-3.6281,-6.5222,0
PUMP-HEALTHY,2026-01-01T10:50:00,475.52,3013.09,100.34,1.66,65.58,46.67,22.19,44.66,running,1,0,4,12,-0.3861,-0.7334,3.9922,0
PUMP-HEALTHY,2026-01-01T10:55:00,483.73,2983.34,102.08,1.28,63.5,51.76,25.04,59.19,running,1,0,0,12,-0.3765,1.7366,-2.0814,0
PUMP-HEALTHY,2026-01-01T11:00:00,478.1,2987.67,103.54,2.63,66.7,50.83,24.3,55.72,running,1,0,3,12,1.3435,1.4625,3.203,0
PUMP-HEALTHY,2026-01-01T11:05:00,480.08,2951.82,100.16,2.9,63.42,48.52,23.3,54.15,running,1,0,2,12,0.276,-3.3796,-3.2838,0
PUMP-HEALTHY,2026-01-01T11:10:00,483.44,2960.11,103.4,2.67,68.84,46.1,22.29,35.94,running,1,0,3,12,-0.2321,3.2341,5.4195,0
PUMP-HEALTHY,2026-01-01T11:15:00,476.54,2968.08,102.85,2.25,69.03,47.43,22.6,53.03,running,1,0,3,12,-0.4208,-0.5462,0.1897,0
PUMP-HEALTHY,2026-01-01T11:20:00,481.11,3025.24,103.49,1.47,62.39,51.87,24.96,59.14,running,1,0,4,12,-0.7815,0.6367,-6.6349,0
PUMP-HEALTHY,2026-01-01T11:25:00,484.84,2996.17,99.97,1.76,65.27,52.32,25.37,59.16,running,1,0,2,12,0.2957,-3.5142,2.8829,0
PUMP-HEALTHY,2026-01-01T11:30:00,475.52,2998.06,100.6,2.87,67.11,46.75,22.23,47.9,running,1,0,3,12,1.1048,0.6261,1.8394,0
PUMP-HEALTHY,2026-01-01T11:35:00,484.05,2964.73,101.06,2.89,62.22,48.07,23.27,46.28,running,1,0,4,12,0.0242,0.4638,-4.8936,0
PUMP-HEALTHY,2026-01-01T11:40:00,478.74,2988.62,98.57,1.45,63.19,47.5,22.74,37.48,running,1,0,0,12,-1.4437,-2.4911,0.9665,0
PUMP-HEALTHY,2026-01-01T11:45:00,477.87,3032.98,102.87,1.28,67.06,46.16,22.06,46.22,running,1,0,1,12,-0.1715,4.3013,3.8685,0
PUMP-HEALTHY,2026-01-01T11:50:00,480.49,3022.72,101.69,1.22,62.88,45.89,22.05,42.53,running,1,0,3,12,-0.0552,-1.1781,-4.1743,0
PUMP-HEALTHY,2026-01-01T11:55:00,475.63,3033.67,101.5,2.07,66.32,49.4,23.49,49.38,running,1,0,2,12,0.8497,-0.1956,3.4385,0
PUMP-HEALTHY,2026-01-01T12:00:00,477.41,2991.66,102.65,1.17,69.75,46.49,22.2,36.69,running,1,0,4,12,-0.9009,1.1518,3.427,0
PUMP-HEALTHY,2026-01-01T12:05:00,475.2,3037.33,98.3,1.77,63.73,48.69,23.14,53.68,running,1,0,0,12,0.6025,-4.3459,-6.0135,0
PUMP-HEALTHY,2026-01-01T12:10:00,482.72,3023.52,100.33,1.09,65.46,48.89,23.6,55.34,running,1,0,3,12,-0.6851,2.0229,1.7271,0
PUMP-HEALTHY,2026-01-01T12:15:00,481.32,3031.15,98.44,2.55,64.58,45.91,22.1,42.34,running,1,0,2,12,1.4637,-1.8859,-0.8833,0
PUMP-HEALTHY,2026-01-01T12:20:00,480.15,3048.91,101.8,1.51,67.53,46.6,22.38,39.78,running,1,0,2,12,-1.0458,3.3595,2.9561,0
PUMP-HEALTHY,2026-01-01T12:25:00,477.73,3029.93,101.06,1.8,64.4,49.77,23.78,58.91,running,1,0,2,12,0.2934,-0.7426,-3.1355,0
PUMP-HEALTHY,2026-01-01T12:30:00,484.24,3001.93,103.61,2.45,60.79,50.65,24.53,50.06,running,1,0,0,12,0.6541,2.5494,-3.6081,0
PUMP-HEALTHY,2026-01-01T12:35:00,478.28,2979.56,101.12,2.44,61.67,47.94,22.93,46.1,running,1,0,4,12,-0.0188,-2.4866,0.8772,0
PUMP-HEALTHY,2026-01-01T12:40:00,484.98,2977.46,104.86,2.9,60.75,49.04,23.78,50.94,running,1,0,0,12,0.4605,3.7388,-0.916,0
PUMP-HEALTHY,2026-01-01T12:45:00,476.43,3010.76,103.47,1.07,60.67,48.97,23.33,54.46,running,1,0,4,12,-1.8262,-1.391,-0.0781,0
PUMP-HEALTHY,2026-01-01T12:50:00,476.53,2994.99,100.6,1.89,60.77,46.1,21.97,38.44,running,1,0,0,12,0.8183,-2.8724,0.0965,0
PUMP-HEALTHY,2026-01-01T12:55:00,475.26,2968.6,101.62,2.83,61.18,50.21,23.86,54.37,running,1,0,3,12,0.9392,1.0275,0.4088,0
PUMP-HEALTHY,2026-01-01T13:00:00,477.0,2963.57,98.52,1.35,67.13,51.78,24.7,59.93,running,1,0,2,12,-1.4818,-3.1059,5.9561,0
PUMP-HEALTHY,2026-01-01T13:05:00,482.1,3005.0,100.03,1.6,61.58,50.47,24.33,52.74,running,1,0,1,12,0.2546,1.5142,-5.5586,0
PUMP-HEALTHY,2026-01-01T13:10:00,476.21,2970.1,98.97,2.58,60.26,47.95,22.84,48.85,running,1,0,4,12,0.9808,-1.0604,-1.3122,0
PUMP-HEALTHY,2026-01-01T13:15:00,483.84,2956.57,100.79,2.43,64.79,48.11,23.28,45.27,running,1,0,2,12,-0.1469,1.815,4.5238,0
