machine_id,timestamp,voltage,rpm,pressure_psi,vibration_mm_s,temperature_c,current,power_kw,load_pct,operating_state,maintenance_count,error_count_24h,error_count_7d,age,vibration_delta,pressure_delta,temperature_delta,failure
PUMP-CRITICAL,2026-01-01T01:00:00,460.87,3198.39,132.68,10.93,102.55,55.18,25.43,85.27,running,6,0,1,6,0.6714,-1.1941,-13.2266,0
PUMP-CRITICAL,2026-01-01T01:05:00,473.46,3253.44,142.71,10.83,111.14,57.05,27.01,94.38,running,6,0,1,6,-0.0993,10.0306,8.5942,0
PUMP-CRITICAL,2026-01-01T01:10:00,463.96,3433.41,133.59,10.86,103.42,55.18,25.6,90.57,running,6,0,0,6,0.0359,-9.1233,-7.7238,0
PUMP-CRITICAL,2026-01-01T01:15:00,478.31,3484.03,139.69,10.85,116.24,52.68,25.2,76.48,running,6,0,1,6,-0.0181,6.1026,12.8188,0
PUMP-CRITICAL,2026-01-01T01:20:00,474.99,3526.49,118.17,14.25,92.39,54.92,26.09,90.86,running,6,0,1,6,3.4081,-21.5206,-23.8421,0
PUMP-CRITICAL,2026-01-01T01:25:00,484.51,3263.07,119.57,8.37,112.45,56.61,27.43,84.7,running,6,0,1,6,-5.885,1.404,20.0548,0
PUMP-CRITICAL,2026-01-01T01:30:00,467.01,3581.49,122.11,9.52,97.3,53.41,24.94,75.35,running,6,0,3,6,1.1514,2.5334,-15.1484,0
PUMP-CRITICAL,2026-01-01T01:35:00,482.21,3438.46,124.08,9.3,93.63,55.72,26.87,88.83,running,6,0,4,6,-0.2218,1.9749,-3.6682,0
PUMP-CRITICAL,2026-01-01T01:40:00,465.46,3285.28,134.69,9.6,112.95,56.61,26.35,93.72,running,6,0,4,6,0.3041,10.6028,19.3149,0
PUMP-CRITICAL,2026-01-01T01:45:00,459.59,3229.44,139.11,14.53,98.26,49.97,22.96,75.37,running,6,0,2,6,4.9256,4.4239,-14.6882,0
PUMP-CRITICAL,2026-01-01T01:50:00,469.67,3460.54,129.44,10.28,103.88,57.22,26.88,97.75,running,6,0,3,6,-4.2456,-9.6723,5.6251,0
PUMP-CRITICAL,2026-01-01T01:55:00,456.39,3518.28,130.31,12.42,97.24,53.55,24.44,87.21,running,6,0,2,6,2.1361,0.8729,-6.6438,0
PUMP-CRITICAL,2026-01-01T02:00:00,476.6,3417.53,129.4,12.86,113.52,56.63,26.99,85.8,running,6,0,4,6,0.4403,-0.9081,16.2795,0
PUMP-CRITICAL,2026-01-01T02:05:00,483.93,3435.93,129.8,9.25,109.04,53.81,26.04,84.38,running,6,0,4,6,-3.6128,0.4003,-4.4819,0
PUMP-CRITICAL,2026-01-01T02:10:00,472.79,3224.45,116.8,13.5,117.47,56.72,26.82,89.15,running,6,0,2,6,4.2526,-13.0038,8.4287,0
PUMP-CRITICAL,2026-01-01T02:15:00,468.38,3558.38,127.39,11.02,114.98,52.99,24.82,82.89,running,6,0,3,6,-2.482,10.5931,-2.4871,0
PUMP-CRITICAL,2026-01-01T02:20:00,484.18,3168.4,120.64,9.81,99.4,56.37,27.29,95.59,running,6,0,2,6,-1.2035,-6.7499,-15.5808,0
PUMP-CRITICAL,2026-01-01T02:25:00,474.94,3145.07,126.75,14.78,100.7,53.41,25.37,85.66,running,6,0,4,6,4.9623,6.1131,1.3036,0
PUMP-CRITICAL,2026-01-01T02:30:00,461.19,3369.22,131.95,11.83,93.02,55.13,25.42,88.54,running,6,0,0,6,-2.9467,5.198,-7.6819,0
PUMP-CRITICAL,2026-01-01T02:35:00,472.73,3595.33,115.18,10.02,103.61,54.22,25.63,87.0,running,6,0,0,6,-1.8102,-16.7712,10.5889,0
PUMP-CRITICAL,2026-01-01T02:40:00,455.53,3409.66,126.71,9.12,105.44,52.94,24.12,82.99,running,6,0,0,6,-0.902,11.5309,1.8321,0
PUMP-CRITICAL,2026-01-01T02:45:00,458.33,3466.11,127.95,9.19,94.79,56.75,26.01,94.75,running,6,0,2,6,0.0707,1.2365,-10.6507,0
PUMP-CRITICAL,2026-01-01T02:50:00,463.64,3334.78,127.22,9.92,102.16,56.12,26.02,96.17,running,6,0,2,6,0.73,-0.7288,7.3671,0
PUMP-CRITICAL,2026-01-01T02:55:00,473.4,3294.53,140.12,10.01,94.76,54.54,25.82,75.51,running,6,0,1,6,0.0952,12.8976,-7.397,0
PUMP-CRITICAL,2026-01-01T03:00:00,464.56,3250.29,116.16,13.33,110.92,54.49,25.31,83.41,running,6,0,1,6,3.3196,-23.9613,16.1568,0
PUMP-CRITICAL,2026-01-01T03:05:00,480.04,3334.07,132.74,10.84,110.19,55.49,26.63,78.94,running,6,0,1,6,-2.4903,16.5859,-0.7296,0
PUMP-CRITICAL,2026-01-01T03:10:00,479.94,3144.42,139.01,9.82,91.35,56.13,26.94,92.15,running,6,0,2,6,-1.0274,6.2716,-18.8364,0
PUMP-CRITICAL,2026-01-01T03:15:00,479.19,3453.58,128.95,11.45,110.69,53.32,25.55,83.2,running,6,0,3,6,1.637,-10.0627,19.3379,0
PUMP-CRITICAL,2026-01-01T03:20:00,476.11,3571.29,128.97,10.95,95.37,55.47,26.41,77.15,running,6,0,4,6,-0.501,0.0222,-15.3189,0
PUMP-CRITICAL,2026-01-01T03:25:00,484.3,3135.79,129.91,10.14,114.5,53.91,26.11,80.71,running,6,0,0,6,-0.811,0.9341,19.1269,0
PUMP-CRITICAL,2026-01-01T03:30:00,461.06,3493.76,116.03,13.56,119.42,52.95,24.41,75.32,running,6,0,0,6,3.4178,-13.8814,4.9229,0
PUMP-CRITICAL,2026-01-01T03:35:00,467.46,3141.12,121.89,8.83,100.51,55.29,25.85,92.61,running,6,0,0,6,-4.7231,5.861,-18.9145,0
PUMP-CRITICAL,2026-01-01T03:40:00,476.45,3216.06,144.69,8.95,91.79,53.61,25.54,78.53,running,6,0,3,6,0.1168,22.7985,-8.7137,0
PUMP-CRITICAL,2026-01-01T03:45:00,484.02,3218.36,127.02,9.02,101.19,53.97,26.12,83.47,running,6,0,3,6,0.0656,-17.6658,9.3971,0
PUMP-CRITICAL,2026-01-01T03:50:00,464.93,3270.65,122.16,12.58,104.64,54.05,25.13,86.81,running,6,0,0,6,3.5669,-4.8549,3.4523,0
PUMP-CRITICAL,2026-01-01T03:55:00,466.48,3312.8,118.49,14.4,93.88,53.32,24.87,83.12,running,6,0,4,6,1.8194,-3.6746,-10.7653,0
PUMP-CRITICAL,2026-01-01T04:00:00,463.64,3308.61,137.61,11.55,110.67,56.16,26.04,96.76,running,6,0,0,6,-2.8529,19.1213,16.7914,0
PUMP-CRITICAL,2026-01-01T04:05:00,478.71,3235.62,126.21,14.25,93.27,54.97,26.32,88.99,running,6,0,3,6,2.6968,-11.3989,-17.3931,0
PUMP-CRITICAL,2026-01-01T04:10:00,464.32,3265.77,128.78,12.0,100.01,55.82,25.92,97.96,running,6,0,2,6,-2.2491,2.5705,6.7391,0
PUMP-CRITICAL,2026-01-01T04:15:00,467.86,3357.54,123.89,12.82,90.15,53.62,25.09,89.98,running,6,0,1,6,0.8208,-4.8939,-9.8615,0
PUMP-CRITICAL,2026-01-01T04:20:00,467.92,3475.25,118.09,12.62,92.02,53.13,24.86,76.57,running,6,0,2,6,-0.1983,-5.7986,1.8648,0
PUMP-CRITICAL,2026-01-01T04:25:00,481.55,3192.07,142.46,14.97,105.56,56.06,27.0,82.7,running,6,0,4,6,2.348,24.3688,13.5403,0
PUMP-CRITICAL,2026-01-01T04:30:00,471.44,3302.82,141.43,11.09,101.88,51.04,24.06,75.69,running,6,0,2,6,-3.8765,-1.0317,-3.6756,0
PUMP-CRITICAL,2026-01-01T04:35:00,477.82,3306.03,132.29,8.6,119.96,57.14,27.3,93.63,running,6,0,4,6,-2.4886,-9.1411,18.0809,0
PUMP-CRITICAL,2026-01-01T04:40:00,460.18,3181.05,131.7,14.72,92.91,55.32,25.46,89.0,running,6,0,3,6,6.1203,-0.583,-27.0566,0
PUMP-CRITICAL,2026-01-01T04:45:00,465.22,3253.08,128.27,8.55,112.95,54.65,25.43,87.16,running,6,0,4,6,-6.1709,-3.4338,20.0398,0
PUMP-CRITICAL,2026-01-01T04:50:00,455.29,3434.56,121.1,11.52,117.17,56.56,25.75,96.16,running,6,0,4,6,2.9663,-7.1699,4.2229,0
PUMP-CRITICAL,2026-01-01T04:55:00,468.29,3379.46,120.28,8.71,98.71,55.91,26.18,86.12,running,6,0,3,6,-2.8075,-0.8236,-18.454,0
PUMP-CRITICAL,2026-01-01T05:00:00,468.2,3317.37,118.39,11.53,110.96,53.83,25.2,77.71,running,6,0,0,6,2.8173,-1.8844,12.2411,0
PUMP-CRITICAL,2026-01-01T05:05:00,484.22,3595.48,138.82,8.78,114.26,54.49,26.38,86.99,running,6,0,3,6,-2.7539,20.4241,3.3049,0
PUMP-CRITICAL,2026-01-01T05:10:00,470.92,3502.26,143.75,11.43,106.52,53.36,25.13,82.57,running,6,0,4,6,2.6542,4.9392,-7.7357,0
PUMP-CRITICAL,2026-01-01T05:15:00,456.35,3186.5,143.01,9.75,111.24,55.13,25.16,85.91,running,6,0,0,6,-1.676,-0.7432,4.7145,0
PUMP-CRITICAL,2026-01-01T05:20:00,471.22,3277.56,120.71,10.72,102.72,54.97,25.9,96.62,running,6,0,4,6,0.9624,-22.2971,-8.5204,0
PUMP-CRITICAL,2026-01-01T05:25:00,461.0,3152.49,129.81,13.53,114.53,55.38,25.53,97.63,running,6,0,1,6,2.8187,9.0983,11.8093,0
PUMP-CRITICAL,2026-01-01T05:30:00,484.8,3342.69,144.43,12.75,98.06,52.89,25.64,76.2,running,6,0,0,6,-0.7827,14.6191,-16.4667,0
PUMP-CRITICAL,2026-01-01T05:35:00,459.98,3153.23,121.15,14.03,101.95,50.99,23.46,76.48,running,6,0,1,6,1.2771,-23.2785,3.8883,0
PUMP-CRITICAL,2026-01-01T05:40:00,457.35,3107.62,136.12,14.03,104.14,50.24,22.98,77.75,running,6,0,4,6,0.0052,14.9634,2.1868,0
PUMP-CRITICAL,2026-01-01T05:45:00,471.93,3376.4,122.24,9.41,92.08,51.36,24.24,76.88,running,6,0,1,6,-4.6257,-13.8758,-12.0565,0
PUMP-CRITICAL,2026-01-01T05:50:00,467.16,3108.64,140.26,11.91,111.15,54.66,25.53,82.85,running,6,0,2,6,2.5026,18.0207,19.0701,0
PUMP-CRITICAL,2026-01-01T05:55:00,458.15,3572.71,138.8,13.35,102.21,52.91,24.24,86.27,running,6,0,2,6,1.4353,-1.4626,-8.9378,0
PUMP-CRITICAL,2026-01-01T06:00:00,477.4,3382.67,139.0,11.78,94.22,57.14,27.28,93.47,running,6,0,3,6,-1.5666,0.1962,-7.9882,0
PUMP-CRITICAL,2026-01-01T06:05:00,475.29,3377.22,121.66,9.19,102.28,55.01,26.14,87.74,running,6,0,2,6,-2.5876,-17.3327,8.0527,0
PUMP-CRITICAL,2026-01-01T06:10:00,466.44,3473.73,115.72,13.12,100.35,55.88,26.07,89.96,running,6,0,3,6,3.9244,-5.9383,-1.9224,0
PUMP-CRITICAL,2026-01-01T06:15:00,459.95,3300.73,127.78,14.31,104.27,52.5,24.15,82.69,running,6,0,4,6,1.1928,12.0507,3.9204,0
PUMP-CRITICAL,2026-01-01T06:20:00,471.83,3478.2,122.57,14.28,109.68,53.07,25.04,83.05,running,6,0,3,6,-0.0282,-5.2098,5.4054,0
PUMP-CRITICAL,2026-01-01T06:25:00,477.82,3589.39,137.03,9.21,95.89,56.21,26.86,88.68,running,6,0,2,6,-5.0741,14.4634,-13.7886,0
PUMP-CRITICAL,2026-01-01T06:30:00,465.97,3547.02,144.74,14.06,104.86,54.5,25.39,76.96,running,6,0,3,6,4.8508,7.7154,8.9706,0
PUMP-CRITICAL,2026-01-01T06:35:00,484.13,3151.18,141.01,13.74,95.53,55.76,27.0,95.39,running,6,0,0,6,-0.3184,-3.7305,-9.3362,0
PUMP-CRITICAL,2026-01-01T06:40:00,465.52,3396.29,135.06,13.3,109.35,52.69,24.53,80.15,running,6,0,0,6,-0.4407,-5.9508,13.8258,0
PUMP-CRITICAL,2026-01-01T06:45:00,476.27,3417.75,133.69,14.81,112.8,52.17,24.85,77.24,running,6,0,0,6,1.5133,-1.3713,3.4443,0
PUMP-CRITICAL,2026-01-01T06:50:00,469.4,3431.46,144.13,11.77,94.43,57.37,26.93,92.57,running,6,0,4,6,-3.0395,10.4361,-18.3675,0
PUMP-CRITICAL,2026-01-01T06:55:00,471.86,3586.73,141.36,14.82,110.14,54.12,25.54,87.36,running,6,1,2,6,3.0433,-2.7703,15.7104,0
PUMP-CRITICAL,2026-01-01T07:00:00,479.38,3176.57,129.93,13.8,112.47,57.26,27.45,85.07,running,6,0,3,6,-1.0196,-11.4251,2.3271,0
PUMP-CRITICAL,2026-01-01T07:05:00,476.73,3567.86,118.96,14.63,102.04,54.96,26.2,80.02,running,6,0,1,6,0.8297,-10.9695,-10.4252,0
PUMP-CRITICAL,2026-01-01T07:10:00,471.05,3113.38,140.51,9.22,120.11,56.85,26.78,95.19,running,6,0,3,6,-5.4066,21.5493,18.0656,0
PUMP-CRITICAL,2026-01-01T07:15:00,471.07,3260.99,131.42,8.18,93.89,54.71,25.77,90.54,running,6,0,1,6,-1.0405,-9.0923,-26.2146,0
PUMP-CRITICAL,2026-01-01T07:20:00,482.06,3361.93,139.97,15.03,102.79,55.0,26.51,88.29,running,6,0,3,6,6.8514,8.5484,8.9029,0
PUMP-CRITICAL,2026-01-01T07:25:00,470.45,3136.2,119.55,10.59,99.98,56.13,26.4,95.01,running,6,0,2,6,-4.4389,-20.4207,-2.8167,0
PUMP-CRITICAL,2026-01-01T07:30:00,472.18,3211.93,143.76,14.27,108.22,53.52,25.27,79.53,running,6,0,3,6,3.6755,24.2158,8.2449,0
PUMP-CRITICAL,2026-01-01T07:35:00,472.91,3129.11,138.93,8.26,109.1,56.85,26.88,91.35,running,6,0,1,6,-6.0075,-4.8341,0.8761,0
PUMP-CRITICAL,2026-01-01T07:40:00,483.04,3595.2,127.76,12.35,118.6,58.25,28.14,96.19,running,6,0,1,6,4.094,-11.1709,9.5042,0
PUMP-CRITICAL,2026-01-01T07:45:00,465.22,3364.08,130.67,13.55,112.48,53.64,24.95,80.33,running,6,0,2,6,1.2003,2.9134,-6.1215,0
PUMP-CRITICAL,2026-01-01T07:50:00,483.73,3333.41,123.28,13.43,104.59,55.01,26.61,78.74,running,6,0,1,6,-0.1195,-7.3937,-7.8877,0
PUMP-CRITICAL,2026-01-01T07:55:00,482.0,3529.28,142.78,10.37,96.77,54.8,26.42,75.31,running,6,0,0,6,-3.0665,19.4975,-7.8235,0
PUMP-CRITICAL,2026-01-01T08:00:00,464.27,3532.7,121.79,11.35,98.16,54.08,25.11,77.82,running,6,0,3,6,0.9781,-20.9855,1.3899,0
PUMP-CRITICAL,2026-01-01T08:05:00,463.34,3309.59,121.38,14.61,117.27,54.22,25.12,94.28,running,6,0,1,6,3.264,-0.4129,19.114,0
PUMP-CRITICAL,2026-01-01T08:10:00,471.98,3290.07,123.16,10.39,90.51,55.02,25.97,85.52,running,6,0,4,6,-4.2184,1.7848,-26.7685,0
PUMP-CRITICAL,2026-01-01T08:15:00,461.19,3262.14,144.49,11.15,99.61,53.94,24.87,83.28,running,6,0,4,6,0.7566,21.3284,9.1027,0
PUMP-CRITICAL,2026-01-01T08:20:00,466.91,3437.71,131.51,9.13,112.01,55.28,25.81,94.0,running,6,0,0,6,-2.0226,-12.9787,12.402,0
PUMP-CRITICAL,2026-01-01T08:25:00,465.07,3351.15,143.42,8.66,100.4,53.5,24.88,77.01,running,6,0,0,6,-0.4678,11.9064,-11.6063,0
PUMP-CRITICAL,2026-01-01T08:30:00,461.03,3432.9,123.39,12.73,91.23,51.06,23.54,78.07,running,6,0,1,6,4.0722,-20.0297,-9.1719,0
PUMP-CRITICAL,2026-01-01T08:35:00,469.43,3591.62,117.52,11.55,117.53,53.88,25.29,87.5,running,6,0,3,6,-1.1761,-5.8711,26.2938,0
PUMP-CRITICAL,2026-01-01T08:40:00,471.11,3550.73,118.18,14.08,99.04,53.95,25.42,84.22,running,6,0,1,6,2.5272,0.6635,-18.4832,0
PUMP-CRITICAL,2026-01-01T08:45:00,460.15,3469.99,141.23,14.38,117.78,53.74,24.73,94.74,running,6,0,1,6,0.2941,23.0497,18.7376,0
PUMP-CRITICAL,2026-01-01T08:50:00,478.84,3495.05,126.23,10.2,95.75,52.46,25.12,78.34,running,6,0,2,6,-4.1761,-15.005,-22.0332,0
PUMP-CRITICAL,2026-01-01T08:55:00,476.61,3386.73,140.49,14.48,100.78,55.66,26.53,88.53,running,6,0,3,6,4.2814,14.2661,5.0299,0
PUMP-CRITICAL,2026-01-01T09:00:00,468.93,3165.27,128.13,9.05,102.03,54.81,25.7,82.33,running,6,0,0,6,-5.4349,-12.3588,1.2546,0
PUMP-CRITICAL,2026-01-01T09:05:00,471.48,3342.31,137.23,12.62,100.67,52.33,24.67,83.38,running,6,0,4,6,3.5738,9.0972,-1.3617,0
PUMP-CRITICAL,2026-01-01T09:10:00,461.56,3594.87,123.79,10.72,102.34,52.37,24.17,77.72,running,6,0,3,6,-1.8979,-13.4359,1.6657,0
PUMP-CRITICAL,2026-01-01T09:15:00,467.56,3180.44,123.23,10.96,107.36,55.7,26.04,90.85,running,6,0,2,6,0.2431,-0.5604,5.0292,0
PUMP-CRITICAL,2026-01-01T09:20:00,460.63,3405.54,117.39,14.25,112.62,54.26,25.0,85.38,running,6,0,3,6,3.2842,-5.8401,5.2592,0
PUMP-CRITICAL,2026-01-01T09:25:00,481.64,3105.78,133.47,12.31,108.99,54.33,26.17,77.92,running,6,0,0,6,-1.9356,16.0783,-3.6381,0
PUMP-CRITICAL,2026-01-01T09:30:00,467.36,3229.09,125.9,9.95,102.99,55.08,25.74,79.4,running,6,0,1,6,-2.3593,-7.5762,-5.9955,0
PUMP-CRITICAL,2026-01-01T09:35:00,472.71,3444.63,138.56,9.9,112.13,52.3,24.72,81.59,running,6,0,2,6,-0.052,12.6606,9.1426,0
PUMP-CRITICAL,2026-01-01T09:40:00,481.95,3516.17,130.92,13.75,96.69,54.83,26.42,77.15,running,6,0,3,6,3.8518,-7.6374,-15.4452,0
PUMP-CRITICAL,2026-01-01T09:45:00,474.14,3417.34,130.79,8.47,96.7,54.99,26.07,90.8,running,6,0,3,6,-5.2807,-0.1306,0.0152,0
PUMP-CRITICAL,2026-01-01T09:50:00,464.05,3277.71,123.09,9.48,105.12,54.08,25.1,96.56,running,6,0,0,6,1.0028,-7.6946,8.419,0
PUMP-CRITICAL,2026-01-01T09:55:00,466.01,3206.46,122.55,14.43,97.68,57.02,26.57,90.96,running,6,0,2,6,4.9519,-0.5425,-7.445,0
PUMP-CRITICAL,2026-01-01T10:00:00,458.4,3395.46,132.6,10.31,102.54,56.55,25.92,92.44,running,6,0,2,6,-4.119,10.0501,4.8598,0
PUMP-CRITICAL,2026-01-01T10:05:00,456.86,3419.9,133.77,10.86,100.07,53.24,24.32,90.25,running,6,0,4,6,0.5508,1.171,-2.4635,0
PUMP-CRITICAL,2026-01-01T10:10:00,471.06,3580.14,137.95,10.13,102.88,51.9,24.45,77.42,running,6,0,2,6,-0.7293,4.1782,2.8031,0
PUMP-CRITICAL,2026-01-01T10:15:00,483.59,3320.29,127.53,8.47,115.73,55.08,26.63,88.93,running,6,0,0,6,-1.6588,-10.4221,12.8542,0
PUMP-CRITICAL,2026-01-01T10:20:00,460.52,3242.63,118.97,13.59,94.33,55.41,25.52,83.89,running,6,0,0,6,5.1183,-8.5624,-21.4023,0
PUMP-CRITICAL,2026-01-01T10:25:00,470.79,3187.83,129.25,12.85,104.75,56.54,26.62,94.07,running,6,0,0,6,-0.7422,10.2833,10.4263,0
PUMP-CRITICAL,2026-01-01T10:30:00,478.29,3466.71,115.7,12.31,120.09,55.05,26.33,93.72,running,6,0,2,6,-0.5423,-13.5484,15.3359,0
PUMP-CRITICAL,2026-01-01T10:35:00,466.22,3122.86,135.71,13.84,94.43,53.97,25.16,87.28,running,6,0,1,6,1.5342,20.0084,-25.663,0
PUMP-CRITICAL,2026-01-01T10:40:00,460.22,3295.2,123.09,12.66,93.49,55.86,25.71,96.11,running,6,0,2,6,-1.1799,-12.6152,-0.9334,0
PUMP-CRITICAL,2026-01-01T10:45:00,483.53,3319.45,125.24,12.85,105.37,53.49,25.86,77.62,running,6,0,0,6,0.1939,2.1465,11.8784,0
PUMP-CRITICAL,2026-01-01T10:50:00,466.2,3255.74,131.67,12.24,114.58,53.44,24.91,85.2,running,6,0,2,6,-0.6112,6.4264,9.205,0
PUMP-CRITICAL,2026-01-01T10:55:00,455.42,3108.74,137.98,13.37,106.46,49.76,22.66,75.34,running,6,0,4,6,1.1243,6.3145,-8.1124,0
PUMP-CRITICAL,2026-01-01T11:00:00,479.06,3478.64,139.75,9.01,115.05,55.03,26.36,89.42,running,6,0,2,6,-4.3603,1.7655,8.5801,0
PUMP-CRITICAL,2026-01-01T11:05:00,460.88,3414.9,126.26,12.36,115.63,54.15,24.96,87.45,running,6,0,2,6,3.3532,-13.4862,0.58,0
PUMP-CRITICAL,2026-01-01T11:10:00,462.44,3466.61,132.06,10.68,116.22,50.27,23.24,75.69,running,6,0,2,6,-1.6831,5.7946,0.5951,0
PUMP-CRITICAL,2026-01-01T11:15:00,482.17,3279.83,132.22,10.93,103.31,56.4,27.19,89.96,running,6,0,2,6,0.2574,0.165,-12.9123,0
PUMP-CRITICAL,2026-01-01T11:20:00,463.15,3478.59,135.75,10.24,100.14,55.17,25.55,95.25,running,6,0,0,6,-0.6891,3.5304,-3.1708,0
PUMP-CRITICAL,2026-01-01T11:25:00,477.07,3224.36,115.74,8.14,112.38,57.87,27.61,97.13,running,6,0,4,6,-2.1017,-20.0076,12.2475,0
PUMP-CRITICAL,2026-01-01T11:30:00,472.87,3488.38,124.85,11.74,103.69,54.96,25.99,80.41,running,6,0,3,6,3.595,9.1079,-8.6941,0
PUMP-CRITICAL,2026-01-01T11:35:00,476.32,3137.03,129.09,10.31,117.81,58.25,27.75,92.07,running,6,0,4,6,-1.4292,4.2415,14.123,0
PUMP-CRITICAL,2026-01-01T11:40:00,465.56,3450.95,144.95,11.03,96.41,54.63,25.43,88.4,running,6,0,3,6,0.726,15.8569,-21.4011,0
PUMP-CRITICAL,2026-01-01T11:45:00,457.04,3144.55,133.47,8.54,94.59,53.83,24.6,92.85,running,6,0,4,6,-2.4933,-11.4815,-1.8206,0
PUMP-CRITICAL,2026-01-01T11:50:00,462.01,3564.99,123.48,11.82,104.5,57.15,26.4,93.03,running,6,0,1,6,3.2789,-9.9935,9.908,0
PUMP-CRITICAL,2026-01-01T11:55:00,460.42,3529.82,142.24,11.42,119.33,55.33,25.47,85.5,running,6,0,0,6,-0.4044,18.769,14.8322,0
PUMP-CRITICAL,2026-01-01T12:00:00,484.14,3526.22,136.84,11.94,94.56,53.71,26.0,82.84,running,6,0,1,6,0.5252,-5.4054,-24.7768,0
PUMP-CRITICAL,2026-01-01T12:05:00,465.53,3584.53,128.52,14.82,99.34,53.75,25.02,82.46,running,6,0,0,6,2.875,-8.3148,4.7844,0
PUMP-CRITICAL,2026-01-01T12:10:00,476.8,3406.01,120.07,14.36,105.16,52.47,25.02,76.94,running,6,0,0,6,-0.4554,-8.4561,5.8241,0
PUMP-CRITICAL,2026-01-01T12:15:00,471.9,3339.46,132.88,13.99,103.38,57.22,27.0,88.95,running,6,1,3,6,-0.3662,12.8093,-1.7832,0
PUMP-CRITICAL,2026-01-01T12:20:00,460.06,3541.43,141.61,11.16,114.73,51.3,23.6,77.54,running,6,0,1,6,-2.8384,8.736,11.3533,0
PUMP-CRITICAL,2026-01-01T12:25:00,476.27,3203.94,133.26,9.05,92.97,53.13,25.31,77.42,running,6,0,0,6,-2.1056,-8.3538,-21.7617,0
PUMP-CRITICAL,2026-01-01T12:30:00,484.78,3167.36,127.19,12.03,118.48,56.66,27.47,90.44,running,6,0,3,6,2.98,-6.0716,25.5053,0
PUMP-CRITICAL,2026-01-01T12:35:00,465.94,3122.75,124.23,8.32,92.76,53.68,25.01,81.95,running,6,0,4,6,-3.7083,-2.9533,-25.7175,0
PUMP-CRITICAL,2026-01-01T12:40:00,468.34,3492.5,141.69,8.97,98.4,51.14,23.95,77.94,running,6,0,1,6,0.6509,17.4526,5.6448,0
PUMP-CRITICAL,2026-01-01T12:45:00,473.7,3240.7,119.76,14.57,115.8,55.74,26.4,80.55,running,6,0,3,6,5.5966,-21.9254,17.3944,0
PUMP-CRITICAL,2026-01-01T12:50:00,468.12,3496.42,120.06,10.52,91.89,55.76,26.1,96.87,running,6,0,0,6,-4.0544,0.2959,-23.913,0
PUMP-CRITICAL,2026-01-01T12:55:00,458.65,3181.63,125.56,10.41,114.47,52.55,24.1,77.96,running,6,0,3,6,-0.1033,5.5005,22.5791,0
PUMP-CRITICAL,2026-01-01T13:00:00,474.82,3453.17,143.55,8.18,115.99,55.15,26.19,89.87,running,6,0,2,6,-2.2317,17.9947,1.5273,0
PUMP-CRITICAL,2026-01-01T13:05:00,472.2,3352.93,130.38,9.45,94.52,52.82,24.94,76.36,running,6,0,3,6,1.2651,-13.1723,-21.4727,0
PUMP-CRITICAL,2026-01-01T13:10:00,469.08,3433.16,136.12,14.59,99.93,57.06,26.77,90.31,running,6,0,0,6,5.1469,5.7353,5.4143,0
